Anio;Periodo;DatoPoblacionMayor65;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2006;Anual;6.03;215;21;Corralejos;Barajas
2007;Anual;6.04;215;21;Corralejos;Barajas
2008;Anual;6.99;215;21;Corralejos;Barajas
2009;Anual;7.49;215;21;Corralejos;Barajas
2010;Anual;7.83;215;21;Corralejos;Barajas
2011;Anual;8.16;215;21;Corralejos;Barajas
2012;Anual;8.22;215;21;Corralejos;Barajas
2013;Anual;8.54;215;21;Corralejos;Barajas
2014;Anual;9.16;215;21;Corralejos;Barajas
2015;Anual;9.48;215;21;Corralejos;Barajas
2016;Anual;9.79;215;21;Corralejos;Barajas
2017;Anual;10.05;215;21;Corralejos;Barajas
2018;Anual;10.01;215;21;Corralejos;Barajas
2019;Anual;10.05;215;21;Corralejos;Barajas
2020;Anual;9.94;215;21;Corralejos;Barajas
2021;Anual;9.85;215;21;Corralejos;Barajas
2022;Anual;10.24;215;21;Corralejos;Barajas
2005;Anual;15.85;163;16;Canillas;Hortaleza
2006;Anual;16.68;163;16;Canillas;Hortaleza
2007;Anual;17.63;163;16;Canillas;Hortaleza
2008;Anual;18.43;163;16;Canillas;Hortaleza
2009;Anual;19.18;163;16;Canillas;Hortaleza
2010;Anual;20.15;163;16;Canillas;Hortaleza
2011;Anual;21.13;163;16;Canillas;Hortaleza
2012;Anual;22.21;163;16;Canillas;Hortaleza
2013;Anual;23.23;163;16;Canillas;Hortaleza
2014;Anual;24.23;163;16;Canillas;Hortaleza
2015;Anual;25.08;163;16;Canillas;Hortaleza
2016;Anual;25.52;163;16;Canillas;Hortaleza
2017;Anual;25.93;163;16;Canillas;Hortaleza
2018;Anual;26.15;163;16;Canillas;Hortaleza
2019;Anual;26.27;163;16;Canillas;Hortaleza
2020;Anual;26.49;163;16;Canillas;Hortaleza
2021;Anual;26.92;163;16;Canillas;Hortaleza
2022;Anual;27.5;163;16;Canillas;Hortaleza
2005;Anual;18.57;55;5;Nueva España;Chamartín
2006;Anual;18.94;55;5;Nueva España;Chamartín
2007;Anual;19.02;55;5;Nueva España;Chamartín
2008;Anual;19.09;55;5;Nueva España;Chamartín
2009;Anual;19.33;55;5;Nueva España;Chamartín
2010;Anual;19.76;55;5;Nueva España;Chamartín
2011;Anual;20.02;55;5;Nueva España;Chamartín
2012;Anual;20.4;55;5;Nueva España;Chamartín
2013;Anual;20.65;55;5;Nueva España;Chamartín
2014;Anual;21.23;55;5;Nueva España;Chamartín
2015;Anual;21.63;55;5;Nueva España;Chamartín
2016;Anual;21.49;55;5;Nueva España;Chamartín
2017;Anual;21.16;55;5;Nueva España;Chamartín
2018;Anual;20.93;55;5;Nueva España;Chamartín
2019;Anual;20.89;55;5;Nueva España;Chamartín
2020;Anual;20.8;55;5;Nueva España;Chamartín
2021;Anual;21.01;55;5;Nueva España;Chamartín
2022;Anual;21.3;55;5;Nueva España;Chamartín
2005;Anual;13.68;158;15;Atalaya;Ciudad Lineal
2006;Anual;13.93;158;15;Atalaya;Ciudad Lineal
2007;Anual;15.13;158;15;Atalaya;Ciudad Lineal
2008;Anual;15.69;158;15;Atalaya;Ciudad Lineal
2009;Anual;16.68;158;15;Atalaya;Ciudad Lineal
2010;Anual;17.8;158;15;Atalaya;Ciudad Lineal
2011;Anual;18.18;158;15;Atalaya;Ciudad Lineal
2012;Anual;20.1;158;15;Atalaya;Ciudad Lineal
2013;Anual;20.54;158;15;Atalaya;Ciudad Lineal
2014;Anual;21.38;158;15;Atalaya;Ciudad Lineal
2015;Anual;21.23;158;15;Atalaya;Ciudad Lineal
2016;Anual;21.66;158;15;Atalaya;Ciudad Lineal
2017;Anual;22.47;158;15;Atalaya;Ciudad Lineal
2018;Anual;22.54;158;15;Atalaya;Ciudad Lineal
2019;Anual;22.9;158;15;Atalaya;Ciudad Lineal
2020;Anual;23.15;158;15;Atalaya;Ciudad Lineal
2021;Anual;21.77;158;15;Atalaya;Ciudad Lineal
2022;Anual;22.84;158;15;Atalaya;Ciudad Lineal
2005;Anual;8.87;97;9;Aravaca;Moncloa - Aravaca
2006;Anual;9.07;97;9;Aravaca;Moncloa - Aravaca
2007;Anual;9.4;97;9;Aravaca;Moncloa - Aravaca
2008;Anual;9.38;97;9;Aravaca;Moncloa - Aravaca
2009;Anual;9.64;97;9;Aravaca;Moncloa - Aravaca
2010;Anual;9.95;97;9;Aravaca;Moncloa - Aravaca
2011;Anual;10.44;97;9;Aravaca;Moncloa - Aravaca
2012;Anual;10.95;97;9;Aravaca;Moncloa - Aravaca
2013;Anual;11.49;97;9;Aravaca;Moncloa - Aravaca
2014;Anual;12.33;97;9;Aravaca;Moncloa - Aravaca
2015;Anual;12.92;97;9;Aravaca;Moncloa - Aravaca
2016;Anual;13.5;97;9;Aravaca;Moncloa - Aravaca
2017;Anual;14.02;97;9;Aravaca;Moncloa - Aravaca
2018;Anual;14.43;97;9;Aravaca;Moncloa - Aravaca
2019;Anual;14.96;97;9;Aravaca;Moncloa - Aravaca
2020;Anual;15.33;97;9;Aravaca;Moncloa - Aravaca
2021;Anual;15.63;97;9;Aravaca;Moncloa - Aravaca
2022;Anual;16.17;97;9;Aravaca;Moncloa - Aravaca
2005;Anual;21.79;63;6;Castillejos;Tetuán
2006;Anual;21.95;63;6;Castillejos;Tetuán
2007;Anual;22.17;63;6;Castillejos;Tetuán
2008;Anual;22.14;63;6;Castillejos;Tetuán
2009;Anual;22.17;63;6;Castillejos;Tetuán
2010;Anual;22.44;63;6;Castillejos;Tetuán
2011;Anual;22.86;63;6;Castillejos;Tetuán
2012;Anual;23.23;63;6;Castillejos;Tetuán
2013;Anual;23.35;63;6;Castillejos;Tetuán
2014;Anual;24.08;63;6;Castillejos;Tetuán
2015;Anual;24.67;63;6;Castillejos;Tetuán
2016;Anual;24.4;63;6;Castillejos;Tetuán
2017;Anual;24.25;63;6;Castillejos;Tetuán
2018;Anual;23.96;63;6;Castillejos;Tetuán
2019;Anual;23.79;63;6;Castillejos;Tetuán
2020;Anual;23.61;63;6;Castillejos;Tetuán
2021;Anual;23.69;63;6;Castillejos;Tetuán
2022;Anual;23.97;63;6;Castillejos;Tetuán
2005;Anual;9.42;211;21;Alameda de Osuna;Barajas
2006;Anual;10.32;211;21;Alameda de Osuna;Barajas
2007;Anual;11.0;211;21;Alameda de Osuna;Barajas
2008;Anual;11.9;211;21;Alameda de Osuna;Barajas
2009;Anual;13.04;211;21;Alameda de Osuna;Barajas
2010;Anual;14.33;211;21;Alameda de Osuna;Barajas
2011;Anual;15.8;211;21;Alameda de Osuna;Barajas
2012;Anual;17.31;211;21;Alameda de Osuna;Barajas
2013;Anual;18.61;211;21;Alameda de Osuna;Barajas
2014;Anual;20.41;211;21;Alameda de Osuna;Barajas
2015;Anual;22.01;211;21;Alameda de Osuna;Barajas
2016;Anual;23.04;211;21;Alameda de Osuna;Barajas
2017;Anual;23.9;211;21;Alameda de Osuna;Barajas
2018;Anual;24.96;211;21;Alameda de Osuna;Barajas
2019;Anual;25.63;211;21;Alameda de Osuna;Barajas
2020;Anual;25.81;211;21;Alameda de Osuna;Barajas
2021;Anual;25.91;211;21;Alameda de Osuna;Barajas
2022;Anual;26.26;211;21;Alameda de Osuna;Barajas
2005;Anual;19.58;66;6;Berruguete;Tetuán
2006;Anual;19.47;66;6;Berruguete;Tetuán
2007;Anual;18.97;66;6;Berruguete;Tetuán
2008;Anual;18.33;66;6;Berruguete;Tetuán
2009;Anual;17.77;66;6;Berruguete;Tetuán
2010;Anual;17.37;66;6;Berruguete;Tetuán
2011;Anual;17.23;66;6;Berruguete;Tetuán
2012;Anual;17.09;66;6;Berruguete;Tetuán
2013;Anual;17.09;66;6;Berruguete;Tetuán
2014;Anual;17.38;66;6;Berruguete;Tetuán
2015;Anual;17.61;66;6;Berruguete;Tetuán
2016;Anual;17.14;66;6;Berruguete;Tetuán
2017;Anual;17.01;66;6;Berruguete;Tetuán
2018;Anual;16.8;66;6;Berruguete;Tetuán
2019;Anual;16.64;66;6;Berruguete;Tetuán
2020;Anual;16.39;66;6;Berruguete;Tetuán
2021;Anual;16.32;66;6;Berruguete;Tetuán
2022;Anual;16.62;66;6;Berruguete;Tetuán
2005;Anual;16.39;157;15;Colina;Ciudad Lineal
2006;Anual;16.92;157;15;Colina;Ciudad Lineal
2007;Anual;17.3;157;15;Colina;Ciudad Lineal
2008;Anual;17.67;157;15;Colina;Ciudad Lineal
2009;Anual;18.91;157;15;Colina;Ciudad Lineal
2010;Anual;19.65;157;15;Colina;Ciudad Lineal
2011;Anual;20.18;157;15;Colina;Ciudad Lineal
2012;Anual;20.6;157;15;Colina;Ciudad Lineal
2013;Anual;21.04;157;15;Colina;Ciudad Lineal
2014;Anual;22.44;157;15;Colina;Ciudad Lineal
2015;Anual;22.96;157;15;Colina;Ciudad Lineal
2016;Anual;22.75;157;15;Colina;Ciudad Lineal
2017;Anual;22.95;157;15;Colina;Ciudad Lineal
2018;Anual;22.76;157;15;Colina;Ciudad Lineal
2019;Anual;22.53;157;15;Colina;Ciudad Lineal
2020;Anual;22.6;157;15;Colina;Ciudad Lineal
2021;Anual;22.99;157;15;Colina;Ciudad Lineal
2022;Anual;23.81;157;15;Colina;Ciudad Lineal
2005;Anual;6.4;162;16;Piovera;Hortaleza
2006;Anual;6.66;162;16;Piovera;Hortaleza
2007;Anual;7.18;162;16;Piovera;Hortaleza
2008;Anual;7.69;162;16;Piovera;Hortaleza
2009;Anual;8.18;162;16;Piovera;Hortaleza
2010;Anual;8.87;162;16;Piovera;Hortaleza
2011;Anual;9.22;162;16;Piovera;Hortaleza
2012;Anual;9.9;162;16;Piovera;Hortaleza
2013;Anual;10.72;162;16;Piovera;Hortaleza
2014;Anual;11.35;162;16;Piovera;Hortaleza
2015;Anual;11.96;162;16;Piovera;Hortaleza
2016;Anual;12.34;162;16;Piovera;Hortaleza
2017;Anual;13.08;162;16;Piovera;Hortaleza
2018;Anual;13.32;162;16;Piovera;Hortaleza
2019;Anual;13.86;162;16;Piovera;Hortaleza
2020;Anual;14.36;162;16;Piovera;Hortaleza
2021;Anual;14.88;162;16;Piovera;Hortaleza
2022;Anual;15.58;162;16;Piovera;Hortaleza
2005;Anual;23.18;54;5;Hispanoamérica;Chamartín
2006;Anual;23.44;54;5;Hispanoamérica;Chamartín
2007;Anual;23.16;54;5;Hispanoamérica;Chamartín
2008;Anual;23.27;54;5;Hispanoamérica;Chamartín
2009;Anual;23.29;54;5;Hispanoamérica;Chamartín
2010;Anual;23.61;54;5;Hispanoamérica;Chamartín
2011;Anual;23.82;54;5;Hispanoamérica;Chamartín
2012;Anual;24.08;54;5;Hispanoamérica;Chamartín
2013;Anual;24.26;54;5;Hispanoamérica;Chamartín
2014;Anual;24.86;54;5;Hispanoamérica;Chamartín
2015;Anual;25.19;54;5;Hispanoamérica;Chamartín
2016;Anual;24.75;54;5;Hispanoamérica;Chamartín
2017;Anual;24.65;54;5;Hispanoamérica;Chamartín
2018;Anual;24.61;54;5;Hispanoamérica;Chamartín
2019;Anual;24.57;54;5;Hispanoamérica;Chamartín
2020;Anual;24.6;54;5;Hispanoamérica;Chamartín
2021;Anual;24.48;54;5;Hispanoamérica;Chamartín
2022;Anual;24.72;54;5;Hispanoamérica;Chamartín
2005;Anual;18.96;61;6;Bellas Vistas;Tetuán
2006;Anual;18.84;61;6;Bellas Vistas;Tetuán
2007;Anual;18.43;61;6;Bellas Vistas;Tetuán
2008;Anual;17.91;61;6;Bellas Vistas;Tetuán
2009;Anual;17.51;61;6;Bellas Vistas;Tetuán
2010;Anual;17.69;61;6;Bellas Vistas;Tetuán
2011;Anual;17.81;61;6;Bellas Vistas;Tetuán
2012;Anual;17.93;61;6;Bellas Vistas;Tetuán
2013;Anual;18.1;61;6;Bellas Vistas;Tetuán
2014;Anual;18.55;61;6;Bellas Vistas;Tetuán
2015;Anual;18.83;61;6;Bellas Vistas;Tetuán
2016;Anual;18.83;61;6;Bellas Vistas;Tetuán
2017;Anual;18.65;61;6;Bellas Vistas;Tetuán
2018;Anual;18.55;61;6;Bellas Vistas;Tetuán
2019;Anual;18.38;61;6;Bellas Vistas;Tetuán
2020;Anual;18.08;61;6;Bellas Vistas;Tetuán
2021;Anual;18.13;61;6;Bellas Vistas;Tetuán
2022;Anual;18.62;61;6;Bellas Vistas;Tetuán
2005;Anual;6.94;161;16;Palomas;Hortaleza
2006;Anual;7.37;161;16;Palomas;Hortaleza
2007;Anual;7.61;161;16;Palomas;Hortaleza
2008;Anual;8.33;161;16;Palomas;Hortaleza
2009;Anual;8.67;161;16;Palomas;Hortaleza
2010;Anual;9.28;161;16;Palomas;Hortaleza
2011;Anual;9.77;161;16;Palomas;Hortaleza
2012;Anual;10.46;161;16;Palomas;Hortaleza
2013;Anual;11.12;161;16;Palomas;Hortaleza
2014;Anual;11.89;161;16;Palomas;Hortaleza
2015;Anual;12.81;161;16;Palomas;Hortaleza
2016;Anual;13.46;161;16;Palomas;Hortaleza
2017;Anual;13.89;161;16;Palomas;Hortaleza
2018;Anual;14.56;161;16;Palomas;Hortaleza
2019;Anual;14.73;161;16;Palomas;Hortaleza
2020;Anual;15.09;161;16;Palomas;Hortaleza
2021;Anual;15.44;161;16;Palomas;Hortaleza
2022;Anual;16.15;161;16;Palomas;Hortaleza
2005;Anual;21.62;62;6;Cuatro Caminos;Tetuán
2006;Anual;21.44;62;6;Cuatro Caminos;Tetuán
2007;Anual;22.08;62;6;Cuatro Caminos;Tetuán
2008;Anual;21.98;62;6;Cuatro Caminos;Tetuán
2009;Anual;21.91;62;6;Cuatro Caminos;Tetuán
2010;Anual;22.18;62;6;Cuatro Caminos;Tetuán
2011;Anual;22.38;62;6;Cuatro Caminos;Tetuán
2012;Anual;22.6;62;6;Cuatro Caminos;Tetuán
2013;Anual;22.56;62;6;Cuatro Caminos;Tetuán
2014;Anual;23.0;62;6;Cuatro Caminos;Tetuán
2015;Anual;23.3;62;6;Cuatro Caminos;Tetuán
2016;Anual;23.12;62;6;Cuatro Caminos;Tetuán
2017;Anual;23.06;62;6;Cuatro Caminos;Tetuán
2018;Anual;22.96;62;6;Cuatro Caminos;Tetuán
2019;Anual;22.65;62;6;Cuatro Caminos;Tetuán
2020;Anual;22.47;62;6;Cuatro Caminos;Tetuán
2021;Anual;22.45;62;6;Cuatro Caminos;Tetuán
2022;Anual;22.72;62;6;Cuatro Caminos;Tetuán
2005;Anual;14.75;156;15;San Juan Bautista;Ciudad Lineal
2006;Anual;15.32;156;15;San Juan Bautista;Ciudad Lineal
2007;Anual;15.89;156;15;San Juan Bautista;Ciudad Lineal
2008;Anual;16.34;156;15;San Juan Bautista;Ciudad Lineal
2009;Anual;16.96;156;15;San Juan Bautista;Ciudad Lineal
2010;Anual;17.53;156;15;San Juan Bautista;Ciudad Lineal
2011;Anual;18.01;156;15;San Juan Bautista;Ciudad Lineal
2012;Anual;18.53;156;15;San Juan Bautista;Ciudad Lineal
2013;Anual;19.21;156;15;San Juan Bautista;Ciudad Lineal
2014;Anual;19.99;156;15;San Juan Bautista;Ciudad Lineal
2015;Anual;20.6;156;15;San Juan Bautista;Ciudad Lineal
2016;Anual;20.96;156;15;San Juan Bautista;Ciudad Lineal
2017;Anual;21.2;156;15;San Juan Bautista;Ciudad Lineal
2018;Anual;21.24;156;15;San Juan Bautista;Ciudad Lineal
2019;Anual;21.53;156;15;San Juan Bautista;Ciudad Lineal
2020;Anual;21.58;156;15;San Juan Bautista;Ciudad Lineal
2021;Anual;21.82;156;15;San Juan Bautista;Ciudad Lineal
2022;Anual;22.48;156;15;San Juan Bautista;Ciudad Lineal
2005;Anual;19.01;52;5;Prosperidad;Chamartín
2006;Anual;19.54;52;5;Prosperidad;Chamartín
2007;Anual;19.57;52;5;Prosperidad;Chamartín
2008;Anual;19.8;52;5;Prosperidad;Chamartín
2009;Anual;19.93;52;5;Prosperidad;Chamartín
2010;Anual;20.36;52;5;Prosperidad;Chamartín
2011;Anual;20.98;52;5;Prosperidad;Chamartín
2012;Anual;21.44;52;5;Prosperidad;Chamartín
2013;Anual;21.93;52;5;Prosperidad;Chamartín
2014;Anual;22.69;52;5;Prosperidad;Chamartín
2015;Anual;23.54;52;5;Prosperidad;Chamartín
2016;Anual;23.91;52;5;Prosperidad;Chamartín
2017;Anual;24.4;52;5;Prosperidad;Chamartín
2018;Anual;24.66;52;5;Prosperidad;Chamartín
2019;Anual;24.94;52;5;Prosperidad;Chamartín
2020;Anual;25.21;52;5;Prosperidad;Chamartín
2021;Anual;25.38;52;5;Prosperidad;Chamartín
2022;Anual;25.89;52;5;Prosperidad;Chamartín
2005;Anual;21.0;53;5;Ciudad Jardín;Chamartín
2006;Anual;20.93;53;5;Ciudad Jardín;Chamartín
2007;Anual;20.55;53;5;Ciudad Jardín;Chamartín
2008;Anual;20.7;53;5;Ciudad Jardín;Chamartín
2009;Anual;20.91;53;5;Ciudad Jardín;Chamartín
2010;Anual;21.12;53;5;Ciudad Jardín;Chamartín
2011;Anual;21.29;53;5;Ciudad Jardín;Chamartín
2012;Anual;21.7;53;5;Ciudad Jardín;Chamartín
2013;Anual;22.01;53;5;Ciudad Jardín;Chamartín
2014;Anual;22.61;53;5;Ciudad Jardín;Chamartín
2015;Anual;23.03;53;5;Ciudad Jardín;Chamartín
2016;Anual;22.89;53;5;Ciudad Jardín;Chamartín
2017;Anual;23.17;53;5;Ciudad Jardín;Chamartín
2018;Anual;23.01;53;5;Ciudad Jardín;Chamartín
2019;Anual;23.11;53;5;Ciudad Jardín;Chamartín
2020;Anual;23.08;53;5;Ciudad Jardín;Chamartín
2021;Anual;23.37;53;5;Ciudad Jardín;Chamartín
2022;Anual;23.65;53;5;Ciudad Jardín;Chamartín
2005;Anual;20.21;51;5;El Viso;Chamartín
2006;Anual;20.46;51;5;El Viso;Chamartín
2007;Anual;20.36;51;5;El Viso;Chamartín
2008;Anual;20.25;51;5;El Viso;Chamartín
2009;Anual;20.07;51;5;El Viso;Chamartín
2010;Anual;20.45;51;5;El Viso;Chamartín
2011;Anual;20.67;51;5;El Viso;Chamartín
2012;Anual;20.8;51;5;El Viso;Chamartín
2013;Anual;21.24;51;5;El Viso;Chamartín
2014;Anual;21.3;51;5;El Viso;Chamartín
2015;Anual;21.35;51;5;El Viso;Chamartín
2016;Anual;21.32;51;5;El Viso;Chamartín
2017;Anual;21.3;51;5;El Viso;Chamartín
2018;Anual;21.47;51;5;El Viso;Chamartín
2019;Anual;21.64;51;5;El Viso;Chamartín
2020;Anual;21.74;51;5;El Viso;Chamartín
2021;Anual;21.67;51;5;El Viso;Chamartín
2022;Anual;22.14;51;5;El Viso;Chamartín
2005;Anual;23.97;91;9;Casa de Campo;Moncloa - Aravaca
2006;Anual;24.1;91;9;Casa de Campo;Moncloa - Aravaca
2007;Anual;24.73;91;9;Casa de Campo;Moncloa - Aravaca
2008;Anual;25.03;91;9;Casa de Campo;Moncloa - Aravaca
2009;Anual;25.02;91;9;Casa de Campo;Moncloa - Aravaca
2010;Anual;25.11;91;9;Casa de Campo;Moncloa - Aravaca
2011;Anual;24.95;91;9;Casa de Campo;Moncloa - Aravaca
2012;Anual;25.71;91;9;Casa de Campo;Moncloa - Aravaca
2013;Anual;25.78;91;9;Casa de Campo;Moncloa - Aravaca
2014;Anual;26.19;91;9;Casa de Campo;Moncloa - Aravaca
2015;Anual;25.39;91;9;Casa de Campo;Moncloa - Aravaca
2016;Anual;24.95;91;9;Casa de Campo;Moncloa - Aravaca
2017;Anual;25.03;91;9;Casa de Campo;Moncloa - Aravaca
2018;Anual;24.91;91;9;Casa de Campo;Moncloa - Aravaca
2019;Anual;25.01;91;9;Casa de Campo;Moncloa - Aravaca
2020;Anual;24.92;91;9;Casa de Campo;Moncloa - Aravaca
2021;Anual;24.85;91;9;Casa de Campo;Moncloa - Aravaca
2022;Anual;25.53;91;9;Casa de Campo;Moncloa - Aravaca
2005;Anual;22.12;206;20;Rejas;San Blas - Canillejas
2006;Anual;19.47;206;20;Rejas;San Blas - Canillejas
2007;Anual;17.3;206;20;Rejas;San Blas - Canillejas
2008;Anual;14.98;206;20;Rejas;San Blas - Canillejas
2009;Anual;14.1;206;20;Rejas;San Blas - Canillejas
2010;Anual;13.51;206;20;Rejas;San Blas - Canillejas
2011;Anual;12.52;206;20;Rejas;San Blas - Canillejas
2012;Anual;12.04;206;20;Rejas;San Blas - Canillejas
2013;Anual;11.79;206;20;Rejas;San Blas - Canillejas
2014;Anual;11.84;206;20;Rejas;San Blas - Canillejas
2015;Anual;11.92;206;20;Rejas;San Blas - Canillejas
2016;Anual;11.8;206;20;Rejas;San Blas - Canillejas
2017;Anual;11.56;206;20;Rejas;San Blas - Canillejas
2018;Anual;11.23;206;20;Rejas;San Blas - Canillejas
2019;Anual;11.23;206;20;Rejas;San Blas - Canillejas
2020;Anual;11.11;206;20;Rejas;San Blas - Canillejas
2021;Anual;11.24;206;20;Rejas;San Blas - Canillejas
2022;Anual;11.56;206;20;Rejas;San Blas - Canillejas
2005;Anual;13.63;208;20;El Salvador;San Blas - Canillejas
2006;Anual;14.24;208;20;El Salvador;San Blas - Canillejas
2007;Anual;14.42;208;20;El Salvador;San Blas - Canillejas
2008;Anual;14.7;208;20;El Salvador;San Blas - Canillejas
2009;Anual;14.97;208;20;El Salvador;San Blas - Canillejas
2010;Anual;15.37;208;20;El Salvador;San Blas - Canillejas
2011;Anual;15.91;208;20;El Salvador;San Blas - Canillejas
2012;Anual;16.76;208;20;El Salvador;San Blas - Canillejas
2013;Anual;17.05;208;20;El Salvador;San Blas - Canillejas
2014;Anual;17.98;208;20;El Salvador;San Blas - Canillejas
2015;Anual;18.7;208;20;El Salvador;San Blas - Canillejas
2016;Anual;19.13;208;20;El Salvador;San Blas - Canillejas
2017;Anual;19.5;208;20;El Salvador;San Blas - Canillejas
2018;Anual;20.26;208;20;El Salvador;San Blas - Canillejas
2019;Anual;20.72;208;20;El Salvador;San Blas - Canillejas
2020;Anual;21.11;208;20;El Salvador;San Blas - Canillejas
2021;Anual;21.56;208;20;El Salvador;San Blas - Canillejas
2022;Anual;22.5;208;20;El Salvador;San Blas - Canillejas
2005;Anual;5.93;205;20;Rosas;San Blas - Canillejas
2006;Anual;6.4;205;20;Rosas;San Blas - Canillejas
2007;Anual;6.69;205;20;Rosas;San Blas - Canillejas
2008;Anual;7.12;205;20;Rosas;San Blas - Canillejas
2009;Anual;7.5;205;20;Rosas;San Blas - Canillejas
2010;Anual;8.14;205;20;Rosas;San Blas - Canillejas
2011;Anual;8.69;205;20;Rosas;San Blas - Canillejas
2012;Anual;9.26;205;20;Rosas;San Blas - Canillejas
2013;Anual;9.94;205;20;Rosas;San Blas - Canillejas
2014;Anual;10.72;205;20;Rosas;San Blas - Canillejas
2015;Anual;11.28;205;20;Rosas;San Blas - Canillejas
2016;Anual;11.76;205;20;Rosas;San Blas - Canillejas
2017;Anual;12.43;205;20;Rosas;San Blas - Canillejas
2018;Anual;13.11;205;20;Rosas;San Blas - Canillejas
2019;Anual;13.5;205;20;Rosas;San Blas - Canillejas
2020;Anual;14.15;205;20;Rosas;San Blas - Canillejas
2021;Anual;14.55;205;20;Rosas;San Blas - Canillejas
2022;Anual;15.5;205;20;Rosas;San Blas - Canillejas
2005;Anual;17.54;207;20;Canillejas;San Blas - Canillejas
2006;Anual;17.88;207;20;Canillejas;San Blas - Canillejas
2007;Anual;18.1;207;20;Canillejas;San Blas - Canillejas
2008;Anual;18.19;207;20;Canillejas;San Blas - Canillejas
2009;Anual;18.48;207;20;Canillejas;San Blas - Canillejas
2010;Anual;19.09;207;20;Canillejas;San Blas - Canillejas
2011;Anual;19.85;207;20;Canillejas;San Blas - Canillejas
2012;Anual;20.57;207;20;Canillejas;San Blas - Canillejas
2013;Anual;21.08;207;20;Canillejas;San Blas - Canillejas
2014;Anual;21.97;207;20;Canillejas;San Blas - Canillejas
2015;Anual;22.25;207;20;Canillejas;San Blas - Canillejas
2016;Anual;22.78;207;20;Canillejas;San Blas - Canillejas
2017;Anual;22.95;207;20;Canillejas;San Blas - Canillejas
2018;Anual;23.16;207;20;Canillejas;San Blas - Canillejas
2019;Anual;23.24;207;20;Canillejas;San Blas - Canillejas
2020;Anual;22.92;207;20;Canillejas;San Blas - Canillejas
2021;Anual;23.01;207;20;Canillejas;San Blas - Canillejas
2022;Anual;23.26;207;20;Canillejas;San Blas - Canillejas
2005;Anual;18.2;155;15;San Pascual;Ciudad Lineal
2006;Anual;19.03;155;15;San Pascual;Ciudad Lineal
2007;Anual;19.58;155;15;San Pascual;Ciudad Lineal
2008;Anual;19.92;155;15;San Pascual;Ciudad Lineal
2009;Anual;20.26;155;15;San Pascual;Ciudad Lineal
2010;Anual;20.73;155;15;San Pascual;Ciudad Lineal
2011;Anual;21.53;155;15;San Pascual;Ciudad Lineal
2012;Anual;22.37;155;15;San Pascual;Ciudad Lineal
2013;Anual;23.43;155;15;San Pascual;Ciudad Lineal
2014;Anual;24.29;155;15;San Pascual;Ciudad Lineal
2015;Anual;24.9;155;15;San Pascual;Ciudad Lineal
2016;Anual;25.26;155;15;San Pascual;Ciudad Lineal
2017;Anual;25.61;155;15;San Pascual;Ciudad Lineal
2018;Anual;25.97;155;15;San Pascual;Ciudad Lineal
2019;Anual;26.16;155;15;San Pascual;Ciudad Lineal
2020;Anual;26.56;155;15;San Pascual;Ciudad Lineal
2021;Anual;27.07;155;15;San Pascual;Ciudad Lineal
2022;Anual;27.69;155;15;San Pascual;Ciudad Lineal
2005;Anual;24.78;76;7;Vallehermoso;Chamberí
2006;Anual;25.11;76;7;Vallehermoso;Chamberí
2007;Anual;25.84;76;7;Vallehermoso;Chamberí
2008;Anual;26.04;76;7;Vallehermoso;Chamberí
2009;Anual;26.4;76;7;Vallehermoso;Chamberí
2010;Anual;26.62;76;7;Vallehermoso;Chamberí
2011;Anual;27.0;76;7;Vallehermoso;Chamberí
2012;Anual;27.26;76;7;Vallehermoso;Chamberí
2013;Anual;27.54;76;7;Vallehermoso;Chamberí
2014;Anual;27.73;76;7;Vallehermoso;Chamberí
2015;Anual;28.08;76;7;Vallehermoso;Chamberí
2016;Anual;27.93;76;7;Vallehermoso;Chamberí
2017;Anual;28.13;76;7;Vallehermoso;Chamberí
2018;Anual;28.0;76;7;Vallehermoso;Chamberí
2019;Anual;27.76;76;7;Vallehermoso;Chamberí
2020;Anual;27.65;76;7;Vallehermoso;Chamberí
2021;Anual;27.5;76;7;Vallehermoso;Chamberí
2022;Anual;27.75;76;7;Vallehermoso;Chamberí
2005;Anual;21.96;75;7;Ríos Rosas;Chamberí
2006;Anual;22.08;75;7;Ríos Rosas;Chamberí
2007;Anual;22.26;75;7;Ríos Rosas;Chamberí
2008;Anual;22.15;75;7;Ríos Rosas;Chamberí
2009;Anual;22.0;75;7;Ríos Rosas;Chamberí
2010;Anual;21.96;75;7;Ríos Rosas;Chamberí
2011;Anual;22.1;75;7;Ríos Rosas;Chamberí
2012;Anual;22.28;75;7;Ríos Rosas;Chamberí
2013;Anual;22.49;75;7;Ríos Rosas;Chamberí
2014;Anual;22.97;75;7;Ríos Rosas;Chamberí
2015;Anual;23.23;75;7;Ríos Rosas;Chamberí
2016;Anual;23.25;75;7;Ríos Rosas;Chamberí
2017;Anual;23.42;75;7;Ríos Rosas;Chamberí
2018;Anual;23.38;75;7;Ríos Rosas;Chamberí
2019;Anual;23.32;75;7;Ríos Rosas;Chamberí
2020;Anual;23.27;75;7;Ríos Rosas;Chamberí
2021;Anual;23.51;75;7;Ríos Rosas;Chamberí
2022;Anual;23.66;75;7;Ríos Rosas;Chamberí
2005;Anual;24.66;154;15;La Concepción;Ciudad Lineal
2006;Anual;24.74;154;15;La Concepción;Ciudad Lineal
